ppm,intensity
117.397,-0.88985
117.545,-0.623084
117.692,-0.661937
117.84,-1.50956
117.987,-2.58175
118.134,-3.01755
118.282,-2.67228
118.429,-1.93565
118.576,-0.914238
118.724,-0.257634
118.871,-0.737542
119.018,-1.36479
119.166,-1.02295
119.313,-0.413321
119.461,-0.238661
119.608,-0.472854
119.755,-0.78672
119.903,-0.937936
120.05,-1.45922
120.197,-2.13691
120.345,-2.28912
120.492,-2.42826
120.639,-2.57068
120.787,-2.11426
120.934,-1.77105
121.081,-2.16052
121.229,-2.38547
121.376,-1.9923
121.524,-1.60777
121.671,-1.42633
121.818,-1.34114
121.966,-1.23851
122.113,-0.96318
122.26,-1.19556
122.408,-2.34254
122.555,-3.81953
122.702,-4.9084
122.85,-4.94534
122.997,-4.02997
123.145,-3.09361
123.292,-2.74348
123.439,-2.30003
123.587,-1.2091
123.734,-0.0906376
123.881,0.756821
124.029,1.66578
124.176,2.72381
124.323,3.85676
124.471,4.24969
124.618,3.12317
124.766,1.93857
124.913,1.76041
125.06,1.77106
125.208,1.49992
125.355,0.902694
125.502,0.130005
125.65,-0.116146
125.797,0.454125
125.944,1.15158
126.092,1.64797
126.239,2.2963
126.386,3.07531
126.534,3.64944
126.681,3.93561
126.829,4.12169
126.976,4.20028
127.123,3.5922
127.271,2.5488
127.418,1.83239
127.565,1.67392
127.713,2.35152
127.86,3.36228
128.007,3.61294
128.155,3.20573
128.302,2.88889
128.45,2.70582
128.597,2.97263
128.744,3.47961
128.892,3.86405
129.039,4.50026
129.186,5.0661
129.334,5.24725
129.481,5.01934
129.628,4.79803
129.776,5.03227
129.923,5.67845
130.071,7.00078
130.218,8.9039
130.365,10.4455
130.513,10.7623
130.66,10.0598
130.807,9.4625
130.955,9.39581
131.102,9.59802
131.249,9.88906
131.397,10.36
131.544,11.0705
131.692,11.4914
131.839,11.4579
131.986,10.9267
132.134,9.79594
132.281,8.22412
132.428,6.60723
132.576,4.85979
132.723,2.99221
132.87,1.35057
133.018,-0.0906916
133.165,-0.30002
133.312,0.881556
133.46,1.85969
133.607,1.21174
133.755,-0.324203
133.902,-1.26983
134.049,-1.85891
134.197,-2.14042
134.344,-1.90147
134.491,-1.50067
134.639,-1.60902
134.786,-2.21956
134.933,-2.85928
135.081,-3.2787
135.228,-3.56292
135.376,-3.96298
135.523,-4.61625
135.67,-5.50517
135.818,-5.45966
135.965,-3.97706
136.112,-2.25427
136.26,-0.882083
136.407,0.174937
136.554,0.809007
136.702,1.11832
136.849,1.09922
136.997,0.911572
137.144,1.01184
137.291,1.54344
137.439,1.98819
137.586,1.7039
137.733,0.768681
137.881,-0.013066
138.028,-0.283738
138.175,-0.509809
138.323,-0.742349
138.47,-0.925366
138.617,-0.845785
138.765,-0.470124
138.912,-0.481616
139.06,-1.13582
139.207,-1.91247
139.354,-2.51327
139.502,-2.95963
139.649,-3.05783
139.796,-2.91983
139.944,-2.74055
140.091,-2.69046
140.238,-2.78726
140.386,-2.86243
140.533,-3.11581
140.681,-3.7032
140.828,-3.90348
140.975,-3.52606
141.123,-3.53827
141.27,-4.18021
141.417,-4.82366
141.565,-5.22955
141.712,-5.40725
141.859,-5.1299
142.007,-4.90476
142.154,-4.91182
142.302,-4.83562
142.449,-4.61092
142.596,-4.0665
142.744,-3.3416
142.891,-2.67959
143.038,-2.17892
143.186,-1.90669
143.333,-1.97167
143.48,-2.15951
143.628,-2.36417
143.775,-2.47656
143.922,-2.49956
144.07,-2.72144
144.217,-2.99758
144.365,-2.8895
144.512,-2.64441
144.659,-3.05315
144.807,-3.6801
144.954,-3.38937
145.101,-2.14225
145.249,-0.983423
145.396,-0.553415
145.543,-0.703526
145.691,-1.12604
145.838,-1.42072
145.986,-0.876958
146.133,0.469441
146.28,1.79814
146.428,2.79435
146.575,3.23923
146.722,3.27422
146.87,3.01838
147.017,1.97435
147.164,0.402906
147.312,-0.831605
147.459,-1.49298
147.607,-1.48567
147.754,-1.06489
147.901,-0.613898
148.049,-0.0665765
148.196,0.377146
148.343,0.104521
148.491,-0.680834
148.638,-0.90841
148.785,-0.931518
148.933,-1.24104
149.08,-1.48024
149.227,-1.63362
149.375,-1.56339
149.522,-1.05777
149.67,-0.112173
149.817,0.902034
149.964,1.26435
150.112,0.834359
150.259,0.402073
150.406,0.27684
150.554,0.168696
150.701,0.207242
150.848,0.602662
150.996,1.07761
151.143,1.35519
151.291,1.46752
151.438,1.12983
151.585,0.109046
151.733,-1.06781
151.88,-1.87907
152.027,-2.2426
152.175,-2.49372
152.322,-2.58624
152.469,-2.19142
152.617,-2.02586
152.764,-2.48234
152.912,-2.97289
153.059,-2.69439
153.206,-1.69987
153.354,-0.644043
153.501,0.313244
153.648,0.710542
153.796,0.327564
153.943,-0.214836
154.09,-0.554474
154.238,-0.808784
154.385,-0.765198
154.532,-0.397249
154.68,0.145864
154.827,0.96646
154.975,1.59935
155.122,1.8074
155.269,1.97255
155.417,1.89951
155.564,1.1763
155.711,-0.161516
155.859,-1.11207
156.006,-0.914878
156.153,-0.0559951
156.301,1.21979
156.448,2.2599
156.596,2.15954
156.743,1.15156
156.89,0.340415
157.038,0.245896
157.185,0.386663
157.332,0.0804207
157.48,-0.705616
157.627,-1.39947
157.774,-1.94923
157.922,-1.92104
158.069,-1.41769
158.217,-1.10831
158.364,-0.611158
158.511,0.20681
158.659,0.774335
158.806,0.606709
158.953,-0.0657982
159.101,-0.605936
159.248,-0.847649
159.395,-1.07031
159.543,-1.48426
159.69,-1.86721
159.837,-1.83324
159.985,-1.46731
160.132,-0.865998
160.28,-0.457652
160.427,-0.7523
